State of the secondary roads - good,Existence of initiatives and projects  in the past five years to improve infrastructure - exists,Town,refArea,State of the main roads - bad,Observation URI,The main means of public transport - vans,Existence of dedicated bus stops - exists,State of agricultural roads - bad,publisher,State of the secondary roads - acceptable,State of agricultural roads - good,State of the main roads - good,State of the main roads - acceptable,dataset,State of agricultural roads - acceptable,The main means of public transport - taxis,The main means of public transport - buses,State of the secondary roads - bad,references
0,0,Chartoun,http://dbpedia.org/resource/Aley_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Chartoun,0,0,1,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Chebaa,http://dbpedia.org/resource/Hasbaya_District,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Chebaa,1,0,1,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,1,1,https://impact.cib.gov.lb/home#open_data_section
0,1,Chehabiyeh,http://dbpedia.org/resource/Tyre_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Chehabiyeh,1,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Chehabiyeh Faour,http://dbpedia.org/resource/ZahlÃ©_District,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Chehabiyeh+Faour,1,0,1,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Chehour,http://dbpedia.org/resource/Tyre_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Chehour,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Cheikh Ayash,https://dbpedia.org/page/Akkar_Governorate,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Cheikh+Ayash,0,0,1,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,1,Cheikh Mohammad,https://dbpedia.org/page/Akkar_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Cheikh+Mohammad,0,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Cheikh Taba,https://dbpedia.org/page/Akkar_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Cheikh+Taba,0,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,1,Cheikh Zennad,https://dbpedia.org/page/Akkar_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Cheikh+Zennad,0,0,0,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Cheikhlar,https://dbpedia.org/page/Akkar_Governorate,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Cheikhlar,1,0,1,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,1,Chhim,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Chhim,1,0,1,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,1,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Chibtine,http://dbpedia.org/resource/Batroun_District,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Chibtine,0,0,1,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Chihine,http://dbpedia.org/resource/Tyre_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Chihine,0,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Chikhane,http://dbpedia.org/resource/Byblos_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Chikhane,0,0,1,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Chikka,http://dbpedia.org/resource/Batroun_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Chikka,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,1,Chimlane,http://dbpedia.org/resource/Aley_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Chimlane,0,0,0,Impact Open Data,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,0,https://impact.cib.gov.lb/home#open_data_section
1,0,Chiyah,http://dbpedia.org/resource/Baabda_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Chiyah,0,0,0,Impact Open Data,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Chlifa,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Chlifa,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Chmistar,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Chmistar,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
1,0,Chnanaair,http://dbpedia.org/resource/Keserwan_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Chnanaair,0,0,0,Impact Open Data,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,1,Choualiq Jezzine,https://dbpedia.org/page/South_Governorate,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Choualiq+Jezzine,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Chouaya Hasbaiya,http://dbpedia.org/resource/Hasbaya_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Chouaya+Hasbaiya,1,0,0,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Chouaya Maten,http://dbpedia.org/resource/Matn_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Chouaya+Maten,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Choueifat El-Aamrousiyeh,http://dbpedia.org/resource/Aley_District,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Choueifat+El-Aamrousiyeh,1,0,1,Impact Open Data,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Chouit,http://dbpedia.org/resource/Baabda_District,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Chouit,1,0,1,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,1,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Choukine,https://dbpedia.org/page/Nabatieh_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Choukine,0,0,1,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Chourit,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Chourit,0,0,1,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,1,1,https://impact.cib.gov.lb/home#open_data_section
1,0,Chtaura,http://dbpedia.org/resource/ZahlÃ©_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Chtaura,0,0,1,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
1,1,Daghleh,https://dbpedia.org/page/Akkar_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Daghleh,1,0,0,Impact Open Data,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Dahr El-Ahmar,https://dbpedia.org/page/Beqaa_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Dahr+El-Ahmar,1,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Dahr El-Maghara,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Dahr+El-Maghara,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,1,Dahr El-Qanbar,https://dbpedia.org/page/Akkar_Governorate,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Dahr+El-Qanbar,0,0,1,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Dahr Es-Souane El-Matn,http://dbpedia.org/resource/Matn_District,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Dahr+Es-Souane+El-Matn,0,0,1,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,1,1,https://impact.cib.gov.lb/home#open_data_section
0,1,Dahr Laissine,https://dbpedia.org/page/Akkar_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Dahr+Laissine,0,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Dalhoun,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Dalhoun,0,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Damalsa,http://dbpedia.org/resource/Byblos_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Damalsa,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Damour,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Damour,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,1,Daoura,https://dbpedia.org/page/Akkar_Governorate,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Daoura,1,0,1,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,1,Daqqoun,http://dbpedia.org/resource/Aley_District,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Daqqoun,1,0,1,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,1,Dar Baaechtar,https://dbpedia.org/page/North_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Dar+Baaechtar,0,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Dar Chmizzine,https://dbpedia.org/page/North_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Dar+Chmizzine,0,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Daraaoun,http://dbpedia.org/resource/Keserwan_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Daraaoun,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Daraiya Ech-Chouf,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Daraiya+Ech-Chouf,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
1,0,Daraiya Kesrouane,http://dbpedia.org/resource/Keserwan_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Daraiya+Kesrouane,0,0,1,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Darb Es-Sim,http://dbpedia.org/resource/Sidon_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Darb+Es-Sim,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Darine,https://dbpedia.org/page/Akkar_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Darine,1,0,1,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Dayshouniyi,http://dbpedia.org/resource/Matn_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Dayshouniyi,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Debaal Menie,http://dbpedia.org/resource/MiniyehâDanniyeh_District,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Debaal+Menie,0,0,1,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Debaal Sour,http://dbpedia.org/resource/Tyre_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Debaal+Sour,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Debl,http://dbpedia.org/resource/Bint_Jbeil_District,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Debl,1,0,1,Impact Open Data,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Deddeh,https://dbpedia.org/page/North_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Deddeh,0,0,1,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,1,1,https://impact.cib.gov.lb/home#open_data_section
0,1,Deir Aames,http://dbpedia.org/resource/Tyre_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Deir+Aames,0,0,0,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,1,Deir Aammar,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Deir+Aammar,1,1,0,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Deir Baba,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Deir+Baba,0,0,1,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Deir Billa,http://dbpedia.org/resource/Batroun_District,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Deir+Billa,1,0,1,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Deir Chamra,http://dbpedia.org/resource/Matn_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Deir+Chamra,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Deir Dalloum,https://dbpedia.org/page/Akkar_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Deir+Dalloum,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Deir Dourit,https://dbpedia.org/page/Mount_Lebanon_Governorate,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Deir+Dourit,1,1,1,Impact Open Data,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Deir El-Aachayer,https://dbpedia.org/page/Beqaa_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Deir+El-Aachayer,0,1,0,Impact Open Data,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Deir El-Ahmar,https://dbpedia.org/page/Baalbek-Hermel_Governorate,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Deir+El-Ahmar,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,1,Deir El-Ghazal,http://dbpedia.org/resource/ZahlÃ©_District,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Deir+El-Ghazal,1,0,1,Impact Open Data,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Deir El-harf,http://dbpedia.org/resource/Baabda_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Deir+El-harf,1,1,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Deir Ez-Zahrani,https://dbpedia.org/page/Nabatieh_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Deir+Ez-Zahrani,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
1,1,Deir Jannine,https://dbpedia.org/page/Akkar_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Deir+Jannine,0,0,0,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,1,Deir Kifa,http://dbpedia.org/resource/Tyre_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Deir+Kifa,0,0,0,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Deir Koucheh,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Deir+Koucheh,0,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,1,Deir Mimas,http://dbpedia.org/resource/Marjeyoun_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Deir+Mimas,1,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Deir Nbouh,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Deir+Nbouh,1,0,1,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Deir Ntar,http://dbpedia.org/resource/Bint_Jbeil_District,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Deir+Ntar,1,0,1,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Deir Qanoun El-Aain,http://dbpedia.org/resource/Tyre_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Deir+Qanoun+El-Aain,0,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,1,Deir Qanoun En-Nahr,http://dbpedia.org/resource/Tyre_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Deir+Qanoun+En-Nahr,0,0,1,Impact Open Data,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Deir Qoubel,http://dbpedia.org/resource/Aley_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Deir+Qoubel,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,1,Deir Siriane,http://dbpedia.org/resource/Marjeyoun_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Deir+Siriane,1,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Dekouaneh,http://dbpedia.org/resource/Matn_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Dekouaneh,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Dellafeh,http://dbpedia.org/resource/Hasbaya_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Dellafeh,1,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,1,Derdaghaiya,http://dbpedia.org/resource/Tyre_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Derdaghaiya,0,0,1,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
